活跃借记卡数量,活跃信用卡数量,活跃借记卡银行总和,活跃信用卡银行总和,活跃银行,拥有超过5张借记卡的用户数,拥有超过10张借记卡的用户数,拥有超过5张信用卡的用户数,拥有超过10张信用卡的用户数,拥有超过50张信用卡的用户数,拥有超过5家借记卡银行的用户数,拥有超过10家借记卡银行的用户数,拥有超过5家信用卡银行的用户数,拥有超过10家信用卡银行的用户数,拥有超过5家银行的用户数,拥有超过10家银行的用户数,独立用户数,短信条数,dt,prov
14093523,8573017,12764449,8097941,20220909,1073444,1050258,1248361,1060197,1048068,1052829,1048119,1206521,1051673,1305614,1057683,13958676,13958676,2019/7/1,辽宁
727717,199084,652382,180610,784077,113423,111345,112703,111298,111218,111657,111235,111841,111229,113903,111292,672175,672175,2020/8/1,西藏
24713652,9056014,21612943,8312446,28557241,814097,631186,870282,631395,613368,663483,615047,796987,617655,1109170,643809,16430732,16430732,2020/8/1,江西
4490942,1200417,3497292,1021137,4319393,136810,92503,118997,91856,90581,92428,90614,102607,90636,122457,91346,2971840,2971840,2020/3/1,青海
2926108,2052310,2642450,1951062,4401145,218377,215161,250986,215499,214812,215315,214813,241183,214858,264243,215056,3080215,3080215,2019/6/1,海南
67711575,29726805,59443924,27641982,83107441,1413287,1092555,2057922,1132690,1069322,1151655,1071106,1832955,1085139,2749879,1154617,46126973,46126973,2020/4/1,河南
4992431,1614865,4691710,1569209,6148081,504321,502726,511023,502633,502570,502694,502570,508986,502575,516317,502608,5434024,5434024,2019/3/1,新疆
11535860,4181405,10219850,3850210,13504408,547551,526844,601821,527917,524924,528269,524981,578300,525334,632753,527334,9767503,9767503,2019/9/1,新疆
23131940,13119055,20291817,12063700,30982568,1186807,1086391,1478541,1115460,1074189,1101769,1075752,1384228,1087460,1638612,1116395,18616755,18616755,2020/7/1,辽宁
34627787,7578658,27883348,6871951,33585257,644105,368069,546185,367263,359550,392410,359856,483203,360590,766382,373376,19521066,19521066,2020/5/1,贵州
112645053,40267143,99109129,36286778,125550258,2587993,1192043,2445321,1277812,1074794,1678407,1088369,2113130,1154770,4087108,1391185,56727453,56727453,2020/5/1,江苏
56725660,25092389,50726319,23587677,71328802,1336415,1160592,1885062,1185436,1149578,1193706,1150045,1723179,1158020,2406870,1196862,41910485,41910485,2019/10/1,河南
120153943,42388084,105153137,38008386,132432507,2780613,1137235,2467353,1222270,994747,1729508,1011998,2097512,1082221,4311451,1350137,58437112,58437112,2020/8/1,江苏
6603317,3657297,6197496,3567348,9586619,1033218,1030217,1061221,1030665,1029992,1030223,1029989,1055273,1030144,1072852,1030377,8252250,8252250,2019/3/1,辽宁
29697370,6757126,24157700,6189663,29482561,570329,401398,547475,401649,396683,413498,396822,499131,397311,710179,405413,18006391,18006391,2019/12/1,贵州
2624156,1882907,2388232,1801935,4030721,226692,224464,254159,224700,224213,224536,224212,246437,224246,265498,224372,2897056,2897056,2019/5/1,海南
42456283,11457419,31093299,10603472,39576646,1399754,890408,1086625,840513,824437,849066,825327,1011660,828098,1261633,841634,25177477,25177477,2020/1/1,安徽
7820592,2701181,7159431,2575594,9466721,518452,512368,546155,512467,511791,512508,511793,537853,511875,563523,512307,7483203,7483203,2019/5/1,新疆
5035374,1323947,3829615,1087969,4678777,145965,89030,117861,84095,81030,83782,81094,94479,81103,118852,82086,3128810,3128810,2020/7/1,青海
29208843,12642333,25672314,11602135,35571282,989933,882951,1324525,908979,875753,897671,876327,1215325,883946,1536234,910702,21467355,21467355,2020/6/1,广西
23865566,14568259,21757321,13558855,33896097,1608462,1544344,1953047,1560087,1538495,1554283,1538865,1852198,1543220,2099658,1557461,21492216,21492216,2019/11/1,河北
24995829,15431198,22133269,13804913,33745706,1270266,1111733,1476574,1141014,1090802,1148200,1094434,1359355,1107033,1684412,1140209,18103280,18103280,2020/3/1,北京
35623513,10250004,27278242,9545515,34989873,1261264,929173,1110490,902514,890824,907708,891298,1048928,893436,1246176,902606,23124932,23124932,2019/11/1,安徽
14784474,5803613,13311698,5496063,18205742,798291,752975,867518,754089,750069,759278,750137,838865,750967,968491,756246,12242408,12242408,2019/7/1,江西
40678458,22731673,37045946,21532028,57008987,1593682,1510780,2122595,1532613,1504916,1522640,1505210,1999715,1511668,2423514,1533550,35451244,35451244,2019/7/1,山东
43105136,23798789,39109410,22457064,59846445,1606399,1507955,2173751,1533984,1500970,1523031,1501450,2037003,1509134,2501861,1535569,36698272,36698272,2019/8/1,山东
29603357,13705870,19504017,11442382,28574279,1323535,994117,1182083,876240,822187,886266,827523,1019365,834549,1298620,865887,15679149,15679149,2020/6/1,上海
49087791,13468837,40809053,12425889,50716081,1223275,901999,1210948,894556,875170,924989,876570,1112007,879352,1513732,900683,30975334,30975334,2020/3/1,湖南
6002507,4907366,5326340,4500409,9359795,508860,485787,616827,497046,478186,485923,478585,581171,484819,647551,492962,5733089,5733089,2020/2/1,天津
8900899,3112955,8066430,2945822,10668540,558821,549781,594322,549992,548892,550147,548901,582679,549043,616238,549803,8218854,8218854,2019/6/1,新疆
31819845,9250340,24875660,8672228,31947684,1180200,938442,1093967,923281,915444,926780,915668,1043971,917056,1199871,922661,21830265,21830265,2019/9/1,安徽
3799030,983987,3092734,877355,3815960,108869,94660,110240,94617,94083,95136,94090,103375,94109,117813,94493,2734357,2734357,2019/11/1,青海
19050878,11845027,17534153,11158480,27708664,1461495,1427446,1699253,1433007,1424483,1431281,1424570,1631009,1425710,1793292,1430721,18676727,18676727,2019/7/1,河北
